"fips","count"
1117,6
4013,1
4015,1
6007,1
6071,1
13223,6
18087,5
29145,5
31005,1
31075,1
31117,1
31171,1
37019,1
38105,1
39075,5
42011,1
42071,1
45007,1
46063,1
48213,1
48329,1
48381,1
56005,1
