"participant","maptype","condition","dataset","county","fips"
"617612aa86abe09e0c69b7f2","choropleth","worst","vaccine","county_4",1133
"617612aa86abe09e0c69b7f2","choropleth","worst","vaccine","county_5",22023
"623a852297e9f3cf18936579","choropleth","worst","vaccine","county_1",39075
"623a852297e9f3cf18936579","choropleth","worst","vaccine","county_2",22023
"623a852297e9f3cf18936579","choropleth","worst","vaccine","county_3",1133
"623a852297e9f3cf18936579","choropleth","worst","vaccine","county_4",18087
"623a852297e9f3cf18936579","choropleth","worst","vaccine","county_5",26059
"62978b42ddbf6894c660de15","choropleth","worst","vaccine","county_1",30033
"62978b42ddbf6894c660de15","choropleth","worst","vaccine","county_2",30055
"62978b42ddbf6894c660de15","choropleth","worst","vaccine","county_3",31117
"62978b42ddbf6894c660de15","choropleth","worst","vaccine","county_4",48269
"62978b42ddbf6894c660de15","choropleth","worst","vaccine","county_5",22023
"62cc4627b5f80e3f1419b735","choropleth","worst","vaccine","county_1",6037
"62cc4627b5f80e3f1419b735","choropleth","worst","vaccine","county_2",53033
"62cc4627b5f80e3f1419b735","choropleth","worst","vaccine","county_3",32007
"62cc4627b5f80e3f1419b735","choropleth","worst","vaccine","county_4",13151
"62cc4627b5f80e3f1419b735","choropleth","worst","vaccine","county_5",37183
"6313990133a05805c2fe2e0e","choropleth","worst","vaccine","county_1",30033
"6313990133a05805c2fe2e0e","choropleth","worst","vaccine","county_2",22023
"6313990133a05805c2fe2e0e","choropleth","worst","vaccine","county_3",46063
"6313990133a05805c2fe2e0e","choropleth","worst","vaccine","county_4",39075
"6313990133a05805c2fe2e0e","choropleth","worst","vaccine","county_5",31117
"633c9442344cbeda070ca352","choropleth","worst","vaccine","county_1",30033
"633c9442344cbeda070ca352","choropleth","worst","vaccine","county_2",30055
"633c9442344cbeda070ca352","choropleth","worst","vaccine","county_3",46063
"633c9442344cbeda070ca352","choropleth","worst","vaccine","county_4",31117
"633c9442344cbeda070ca352","choropleth","worst","vaccine","county_5",38087
"63a45a636643ef43e4f3d15a","choropleth","worst","vaccine","county_1",46063
"63a45a636643ef43e4f3d15a","choropleth","worst","vaccine","county_2",30055
"63a45a636643ef43e4f3d15a","choropleth","worst","vaccine","county_3",22023
"63a45a636643ef43e4f3d15a","choropleth","worst","vaccine","county_4",39075
