"participant","maptype","condition","dataset","county","fips"
"62c345831d3aed7142af2c6f","choropleth","best","vaccine","county_5",48479
"63181446b17ea16a213403c9","choropleth","best","vaccine","county_1",4005
"63181446b17ea16a213403c9","choropleth","best","vaccine","county_2",6087
"63181446b17ea16a213403c9","choropleth","best","vaccine","county_3",12086
"63181446b17ea16a213403c9","choropleth","best","vaccine","county_4",42029
"63181446b17ea16a213403c9","choropleth","best","vaccine","county_5",30003
"636150c1c5a922d6451c675c","choropleth","best","vaccine","county_1",6025
"636150c1c5a922d6451c675c","choropleth","best","vaccine","county_2",48479
"636150c1c5a922d6451c675c","choropleth","best","vaccine","county_3",12086
"636150c1c5a922d6451c675c","choropleth","best","vaccine","county_4",24031
"636150c1c5a922d6451c675c","choropleth","best","vaccine","county_5",53033
"63856845134e9c850a9e38f7","choropleth","best","vaccine","county_1",4005
"63856845134e9c850a9e38f7","choropleth","best","vaccine","county_2",4017
"63856845134e9c850a9e38f7","choropleth","best","vaccine","county_3",4001
"63856845134e9c850a9e38f7","choropleth","best","vaccine","county_4",48377
"63856845134e9c850a9e38f7","choropleth","best","vaccine","county_5",48479
"63e2a982055257506a3393f2","choropleth","best","vaccine","county_1",8031
"63e2a982055257506a3393f2","choropleth","best","vaccine","county_2",6001
"63e2a982055257506a3393f2","choropleth","best","vaccine","county_3",35049
"63e2a982055257506a3393f2","choropleth","best","vaccine","county_4",17031
"63e2a982055257506a3393f2","choropleth","best","vaccine","county_5",36051
"63ea634cda641da9aba57115","choropleth","best","vaccine","county_1",8045
"63ea634cda641da9aba57115","choropleth","best","vaccine","county_2",4001
"63ea634cda641da9aba57115","choropleth","best","vaccine","county_3",9011
"63ea634cda641da9aba57115","choropleth","best","vaccine","county_4",36079
"63ea634cda641da9aba57115","choropleth","best","vaccine","county_5",12086
